company,country,city,postcode,hall,stand,segment,description,id
GATX Rail Germany GmbH,Germany,Hamburg,20355,Outdoor Display,T4/16,Railway Infrastructure,"GATX Rail Europe is a leading, full-service railcar lessor offering a high-quality and diversified fleet. With an experienced, service-oriented team, GATX is focused on making railcar leasing and rail transport simple, efficient, and seamless.",1226615
GB Equipment Systems Limited,India,"Dehradun, Uttarakhand",248001,Hall 9,741,Railway Technology,"Engineering the future of railway motion since 1992 - GB Equipment Systems Limited specialises in manufacturing railway damping and suspension solutions, combining over three decades of engineering expertise with world-class manufacturing excellence.",1226881
GBM Gleisbaumechanik Brandenburg/H. GmbH,Germany,Brandenburg an der Havel,14774,Hall 25,425,Career Point; Railway Infrastructure,"GBM Gleisbaumechanik Brandenburg can look back on many years of experience in the development and production of railway vehicles and the maintenance and modernisation of vehicle technology connected with railways.

GBM is a company known for being an active economic partner all over Europe",1017075
GBneuhaus GmbH,Germany,Neuhaus am Rennweg,98724,Hall 7.2c,230,Railway Technology,,1017077
GCF - Generale Costruzioni Ferroviarie SpA,Italy,Rome,00144,Hall 26,315,Railway Infrastructure,"Railway, metro and tram track works, electrification and signalling:

• Construction of new lines including high speed tracks

• Construction of metro and tram lines

• Track renewal and ballast cleaning

• Construction of slab track

• Design and installation of Overhead Contact System",1017085
GDS - Global Display Solutions SpA,Italy,Cornedo Vicentino,36073,Hall 2.1,810,Public Transport,"With over 45 years of experience, GDS offers reliable solutions based on leading-edge display products, with vertically integrated in-house research, development, manufacturing, seamless global field service, legacy support and long-term continuity of supply. Our position as the chosen partner for..",1017091
GE Vernova,France,Massy,91300,Hall 22,475,Railway Infrastructure,We have the energy to change the world.,1211600
GEATECH GROUP SRL,Italy,ALTEDO,40051,Hall 23,210,Railway Infrastructure,"Geatech is a company with 20 years of experience specialised on design and construction of maintenance equipment for railway, tramway and metro lines; and in general terms, designs and manufactures hydraulic power stations.



Geatech has moreover obtained the certification ISO 9001 on the year...",1017101
Gebr. Steck GmbH,Germany,Rammingen,89192,Hall 26,595,Railway Infrastructure,,1227808
GECO srl,Italy,Galliate (NO),28066,Hall 10.1,270,Public Transport,"GECO is a system integrator delivering end-to-end solutions for security, safety, communications and time synchronization. Across transport, industrial, energy and smart security sectors, GECO combines AI, IoT, Autonomous Perimeter Defence, Centralized Control Centre and Cloud & Edge Platforms to im",1227154
Gedack Rohrsysteme GmbH,Germany,Dessau-Roßlau,06844,Hall 18,610,Railway Technology,Certifications / Authorizations DIN EN 15085-2 CL1 / EN 45545-2 / DIN ISO 9001: 2015We are a supplier of systems for track and road vehicle construction and for the construction of plant and specialist equipment.We supply specifically for vehicles and drive systems:The development and const...,1017123
Geismar Rail Industry Technologies & Services,France,Colmar,68000,Hall 26,420,Railway Infrastructure; Outdoor Display,Word leader in equipment and services for track laying and maintenance,1220388
Geissel India Pvt. Ltd.,India,Pune,412115,Hall 15.1,116,Railway Technology,,1226653
"Gemac Engineering Machinery Co., Ltd.",China,Xiangyang，Hubei,441000,Hall 26,415,Railway Infrastructure,"Founded in 1958, Gemac Engineering Machinery Co., Ltd. is a listed enterprise held by China Railway Wuhan Bureau Group Co., Ltd. under China State Railway Group Co., Ltd. Gemac focuses on the R&D and manufacturing of railway infrastructure maintenance equipment.",1017157
GEMINIS LATHES - TALGO MAINTENANCE,Spain,Elgoibar,20870,Hall 22,600,Railway Technology,"GEMINIS LATHES RAILWAYS - TALGO MAINTENANCE EQUIPMENTS
Together, the two variants of this combination form an all-in-one train maintenance system:
· Short-cycle maintenance.
· Long-cycle maintenance.",1017182
Gen Phoenix,United Kingdom,PETERBOROUGH,PE7 3HH,Hall 5.1,270,Interiors; World Innovations,"ELeather, our flagship recycled leather material, leverages the innate qualities of leather while elevating performance and offering limitless design possibilities. Experience infinitely customisable, sustainable luxury for the modern traveler.",1203590
GENERAL AUTO ELECTRIC CORPORATION,India,Mumbai,400072,Hall 27,785,Railway Technology,,1215154
genua GmbH,Germany,Kirchheim bei München,85551,Hall 27,540,Railway Technology,genua – Excellence in Digital Security,1017237
GEO DIGITAL GmbH,Germany,Düsseldorf,40470,Hall 5.2,775,Railway Infrastructure,"GEO DIGITAL GmbH, a subsidiary of IB&T Software GmbH, has been developing high-quality 3D BIM CAD solutions for the planning of rail-based local public transport for more than 30 years.",1017248
Geo++® Gesellschaft für satellitengestützte geodätische und navigatorische Technologien mbH,Germany,Garbsen,30827,Hall 7.1c,250,Railway Technology; Mobility+,,1226438
GEORAIL.solutions s.r.o.,Czechia,Ostrava,70200,Hall 23,145,Railway Infrastructure,We only sell what we actually use in the field every day. Top surveying equipment and services.,1017273
Georg Martin GmbH,Germany,Dietzenbach,63128,Hall 8.1,425,Railway Technology,"We have been manufacturing metallic shims for mechanical and plant engineering applications, for more than 60 years. Our spectrum of references comprises all essential areas of industry, with focus on companies involved in the automobile, aviation and aerospace industries.



We can offer you d...",1017279
Georg Schlegel GmbH & Co. KG,Germany,Dürmentingen,88525,Hall 27,160,Railway Technology,"GEORG SCHLEGEL GmbH & Co. KG is a leading supplier of pushbuttons and switches to operate machines and devices. For more than 75 years SCHLEGEL has been developing, designing and producing emergency-stop switches, panel mount jacks, enclosures, RFID systems as well as industrial networks.",1017280
Geosystem GBK GmbH,Germany,Berlin,13353,Hall 26,185,Railway Infrastructure,RAU Geosysteme GBK GmbH – Your Partner for Eco-Friendly Noise Protection Solutions,1017321
GER MÁQUINAS HERRAMIENTA SLU,Spain,ITZIAR,20829,Hall 8.1,350,Railway Infrastructure,"For many years, GER has been a trusted supplier in the grinding sector, particularly providing high-production machines for railway wheel axles, as well as grinding machines for their maintenance.",1225168
GERB Schwingungsiso. GmbH & Co KG,Germany,Berlin,13407,Hall 25,550,Railway Infrastructure,"GERB Vibration Control Systems is working with a special profession in vibration isolation, vibration control and seismic protection since 1908. This covers the elastic support of machines, equipment and buildings as well as damping of tall structures (e.g., stadiums, bridges, stacks, floors, bui...",1017329
GEREP Maschinenbau GmbH,Germany,Suderburg,29556,Hall 9,530,Public Transport,"As specialists in the area of vibration reduction we have been developing and producing hydraulic shock absorbers for decades for Rail cars Commercial vehicle.



Our top company objective to ensure that quality permeates through all of our production phases.



The results of this strategy c...",1017332
Gerflor,France,Tarare,69170,Hall 3.1,800,Interiors,"Gerflor is recognized as a specialist and world leader in resilient flooring solutions, well established in more than 100 countries. TRAVELLER is the Gerflor product range designed for metros, trams and trains applications. High product quality and innovative designs make TRAVELLER a major player...",1017333
Gersys GmbH,Germany,Wolfratshausen,82515,Hall 1.2,505,Railway Technology,"GERSYS was founded in 2001, is headquartered in Wolfratshausen, south of Munich, and employs 60 people. Since 2026, the company has been a wholly owned subsidiary of AMiT Transportation.",1017368
Gertek Gerätetechnik GmbH,Germany,Nürnberg,90439,Hall 22,420,Railway Infrastructure; World Innovations,"Gertek engineers and manufactures customer-specific secured power supply systems for railway infrastructure, telecommunications, industry and energy. As a DB Q1-certified partner, we will present robust DC, UPS and battery systems for critical applications at InnoTrans 2026.",1017369
Gerätebau-Energieanlagen -Telekommunikation GmbH,Germany,Geringswalde,09326,Hall 7.2b,100,Railway Infrastructure,"GET - your certified partner for individual switchgear in the field of railway infrastructure!

With more than 25 years of experience in the field of railway-specific low-voltage switchgear, we support our customers with electrotechnical competence and flexibility.

Our focus is on ...",1209520
GESTE Engineering SA,Switzerland,Renens,1020,Hall 2.2,250,Railway Infrastructure,"GESTE Engineering is a consulting-engineering company. Since 1999, it provides assistance in the fields of project management, expertise, studies and consultancy for a sustainable and safe mobility. Its activity ranges cover the Rail, Urban, Road, RAMS and Flows sectors.",1017384
GETA mbH,Germany,Wangen,88239,Hall 3.1; Outdoor Display,510; O/10,Interiors,For 125 years our business rest on traditions in wood-working industry of the founder family Buhmann. In this tradition of high quality products 1986 resulted the company GETA Interieur® under the direction of Mr. Dipl.-Ing (FH) Robert Buhmann.,1017402
Getzner Werkstoffe GmbH,Austria,Bürs,6706,Hall 21.e; Hall 25,50; 330,Railway Infrastructure; RecruitingLAB,"Getzner Werkstoffe is a leading global expert in vibration isolation for the railway, construction and industrial sectors. Advanced elastic solutions are designed to minimise vibration and noise, helping to safeguard structures, enhance system efficiency and improve comfort.",1017408
GEZ Rail Solutions GmbH,Germany,Gladbeck,45968,Hall 27,810,Railway Technology,,1017422
GFG Rail,Italy,Moncalieri (TO),10024,Hall 2.2,615,Railway Infrastructure,"We are a specific team of professionals focusing on rolling stock design services for companies worldwide.GFG Rail is an 100% italian company belonging to Fabrizio and Giorgetto Giugiaro, two of the most well-known designers in history, active in the fields of architecture and industrial design.",1017540
GFK-Ingenieure GmbH,Germany,Hannover,30159,Hall 21.e; Hall 5.2,745; 30,RecruitingLAB; Railway Infrastructure,"Our Motivation is doing things that are important to us, with people who are important to us. We are engineers who connect people, trades, areas, disciplines - quickly, adaptably and competently. Specialized in railway infrastructure projects, renewable energy and building construction.",1017433
Gföllner Fahrzeugbau und Containertechnik GmbH,Austria,St. Georgen bei Grieskirchen,4710,Outdoor Display,T4/70,Railway Technology,"Gföllner is a technology leader in the construction of technical containers and vehicle production. Customers from the energy, industrial, rail, and construction sectors rely on many years of experience and in-depth expertise.",1227475
GGB Heilbronn GmbH,Germany,Heilbronn,74078,Hall 21,560,Railway Infrastructure,"GGB delivers maintenance free bearing and coating solutions for railway applications. With tribological and application engineering expertise and global reach, GGB partners with OEMs to provide reliable, low noise, cost efficient solutions for safe passenger and freight transport.",1224875
